time,lat1,lon1,lat2,lon2,received_rssi,received_snr
1718177978,32.74934768676758,-117.2101517,32.75513654,-117.207734,-115,-2.799999952
1718178145,32.74922180175781,-117.210144,32.75513654,-117.207734,-112,-4.800000191
1718178151,32.749229431152344,-117.210144,32.75513654,-117.207734,-115,-3.799999952
1718178157,32.749237060546875,-117.210144,32.75513654,-117.207734,-119,-4.199999809
1718177992,32.74938201904297,-117.210144,32.75513654,-117.207734,-113,-12.19999981
1718178017,32.749385833740234,-117.210144,32.75513654,-117.207734,-100,-3.5
1718177998,32.749393463134766,-117.210144,32.75513654,-117.207734,-119,-3.5
1718178023,32.7493782,-117.2101364,32.75513654,-117.207734,-117,-4.0
1718178004,32.74940109,-117.2101364,32.75513654,-117.207734,-109,-8.0
1718178138,32.74921417236328,-117.2101364,32.75513654,-117.207734,-115,-7.0
1718178164,32.749244689941406,-117.2101364,32.75513654,-117.207734,-120,-6.5
1718178030,32.749366760253906,-117.2101364,32.75513654,-117.207734,-115,-2.200000048
1718178011,32.74940490722656,-117.2101364,32.75513654,-117.207734,-119,-4.5
1718178190,32.74927902,-117.2101288,32.75513654,-117.207734,-114,-2.0
1718178177,32.749263763427734,-117.2101288,32.75513654,-117.207734,-114,-6.199999809
1718178184,32.749271392822266,-117.2101288,32.75513654,-117.207734,-117,-11.80000019
1718178074,32.74937438964844,-117.2101288,32.75513654,-117.207734,-117,-1.799999952
1718178061,32.74938201904297,-117.2101288,32.75513654,-117.207734,-115,-3.5
1718178055,32.74938965,-117.2101212,32.75513654,-117.207734,-119,-3.5
1718178196,32.749290466308594,-117.2101212,32.75513654,-117.207734,-117,-5.0
1718178036,32.74939727783203,-117.2101212,32.75513654,-117.207734,-115,-10.0
1718178049,32.74940490722656,-117.2101135,32.75513654,-117.207734,-119,-8.800000191
1718178042,32.74942398071289,-117.2101135,32.75513654,-117.207734,-109,-9.0
1718178119,32.749210357666016,-117.2100983,32.75513654,-117.207734,-119,-11.80000019
1718178253,32.74934005737305,-117.2100983,32.75513654,-117.207734,-117,-5.800000191
1718178113,32.749202728271484,-117.2100906,32.75513654,-117.207734,-115,-1.5
1718177940,32.74924087524414,-117.2100906,32.75513654,-117.207734,-119,-5.199999809
1718178107,32.74919128417969,-117.210083,32.75513654,-117.207734,-117,-4.0
1718177959,32.74934005737305,-117.210083,32.75513654,-117.207734,-118,-11.80000019
1718178267,32.749351501464844,-117.210083,32.75513654,-117.207734,-121,-9.199999809
1718178280,32.749351501464844,-117.210083,32.75513654,-117.207734,-118,-1.799999952
1718178286,32.74934768676758,-117.2100754,32.75513654,-117.207734,-117,-11.0
1718178273,32.74935531616211,-117.2100754,32.75513654,-117.207734,-114,-7.800000191
1718177953,32.749324798583984,-117.2100677,32.75513654,-117.207734,-113,-5.5
1718178292,32.749359130859375,-117.2100677,32.75513654,-117.207734,-119,-7.5
1718178305,32.7493782,-117.2100601,32.75513654,-117.207734,-113,-4.5
1718178088,32.74918746948242,-117.2100601,32.75513654,-117.207734,-117,-1.200000048
1718178094,32.74919891357422,-117.2100601,32.75513654,-117.207734,-113,-11.5
1718178299,32.74937438964844,-117.2100601,32.75513654,-117.207734,-118,-5.800000191
1718178324,32.74938965,-117.2100449,32.75513654,-117.207734,-113,-10.5
1718177946,32.749305725097656,-117.2100449,32.75513654,-117.207734,-119,-4.0
1718178330,32.74939727783203,-117.2100449,32.75513654,-117.207734,-120,-5.199999809
1718178363,32.749412536621094,-117.2100449,32.75513654,-117.207734,-120,-9.199999809
1718178337,32.74940109,-117.2100372,32.75513654,-117.207734,-118,-9.199999809
1718178343,32.74940872192383,-117.2100372,32.75513654,-117.207734,-120,-10.5
1718178349,32.749412536621094,-117.2100372,32.75513654,-117.207734,-119,-4.199999809
1718178369,32.74941635131836,-117.2100372,32.75513654,-117.207734,-117,-3.0
1718178356,32.74941635131836,-117.2100296,32.75513654,-117.207734,-115,-3.5
1718178382,32.74942398071289,-117.2100296,32.75513654,-117.207734,-103,-11.0
1718178388,32.74942779541016,-117.2100296,32.75513654,-117.207734,-120,-6.199999809
1718178395,32.74943161010742,-117.210022,32.75513654,-117.207734,-118,-9.5
1718177507,32.74943542480469,-117.210022,32.75513654,-117.207734,-109,6.0
1718177501,32.74943542480469,-117.210022,32.75513654,-117.207734,-109,1.5
1718177495,32.74943542480469,-117.210022,32.75513654,-117.207734,-111,3.5
1718178407,32.74943542480469,-117.210022,32.75513654,-117.207734,-119,-4.5
1718178522,32.74943542480469,-117.210022,32.75513654,-117.207734,-119,-8.199999809
1718178529,32.74943542480469,-117.210022,32.75513654,-117.207734,-119,-2.0
1718178535,32.74943542480469,-117.210022,32.75513654,-117.207734,-117,-4.800000191
1718178542,32.74943542480469,-117.210022,32.75513654,-117.207734,-105,-14.0
1718178549,32.74943542480469,-117.210022,32.75513654,-117.207734,-119,-10.5
1718178555,32.74943542480469,-117.210022,32.75513654,-117.207734,-119,-9.199999809
1718178568,32.74943542480469,-117.210022,32.75513654,-117.207734,-117,-5.800000191
1718178574,32.74943542480469,-117.210022,32.75513654,-117.207734,-120,-12.80000019
1718178593,32.74943542480469,-117.210022,32.75513654,-117.207734,-117,-7.800000191
1718178606,32.74943542480469,-117.210022,32.75513654,-117.207734,-117,-2.200000048
1718178612,32.74943542480469,-117.210022,32.75513654,-117.207734,-117,-5.199999809
1718177488,32.74943923950195,-117.210022,32.75513654,-117.207734,-115,-3.5
1718177481,32.74943923950195,-117.210022,32.75513654,-117.207734,-113,2.5
1718177475,32.74943923950195,-117.210022,32.75513654,-117.207734,-108,4.0
1718177468,32.74943923950195,-117.210022,32.75513654,-117.207734,-109,2.799999952316284
1718177353,32.74943923950195,-117.210022,32.75513654,-117.207734,-112,4.5
1718178478,32.74943923950195,-117.210022,32.75513654,-117.207734,-117,-11.80000019
1718178484,32.74943923950195,-117.210022,32.75513654,-117.207734,-120,-5.199999809
1718178497,32.74943923950195,-117.210022,32.75513654,-117.207734,-120,-12.80000019
1718177418,32.74943542480469,-117.2100143,32.75513654,-117.207734,-109,1.5
1718178618,32.74943542480469,-117.2100143,32.75513654,-117.207734,-119,-6.800000191
1718178625,32.74943542480469,-117.2100143,32.75513654,-117.207734,-120,-6.0
1718177462,32.74943923950195,-117.2100143,32.75513654,-117.207734,-112,3.200000047683716
1718177456,32.74943923950195,-117.2100143,32.75513654,-117.207734,-113,2.200000047683716
1718177443,32.74943923950195,-117.2100143,32.75513654,-117.207734,-109,5.199999809265137
1718177437,32.74943923950195,-117.2100143,32.75513654,-117.207734,-112,3.0
1718177430,32.74943923950195,-117.2100143,32.75513654,-117.207734,-109,4.0
1718177424,32.74943923950195,-117.2100143,32.75513654,-117.207734,-111,2.0
1718177411,32.74943923950195,-117.2100143,32.75513654,-117.207734,-111,4.5
1718177405,32.74943923950195,-117.2100143,32.75513654,-117.207734,-113,0.800000012
1718177399,32.74943923950195,-117.2100143,32.75513654,-117.207734,-112,2.799999952316284
1718177391,32.74943923950195,-117.2100143,32.75513654,-117.207734,-107,4.800000190734863
1718177385,32.74943923950195,-117.2100143,32.75513654,-117.207734,-112,4.5
1718177379,32.74943923950195,-117.2100143,32.75513654,-117.207734,-113,0.5
1718177372,32.74943923950195,-117.2100143,32.75513654,-117.207734,-108,5.0
1718177366,32.74943923950195,-117.2100143,32.75513654,-117.207734,-107,0.0
1718177360,32.74943923950195,-117.2100143,32.75513654,-117.207734,-113,0.0
1718177347,32.74943923950195,-117.2100143,32.75513654,-117.207734,-112,0.5
1718177341,32.74943923950195,-117.2100143,32.75513654,-117.207734,-107,2.799999952316284
1718177334,32.74943923950195,-117.2100143,32.75513654,-117.207734,-115,-0.5
1718177328,32.74943923950195,-117.2100143,32.75513654,-117.207734,-117,-1.799999952
1718177315,32.74943923950195,-117.2100143,32.75513654,-117.207734,-115,-2.5
1718177309,32.74943923950195,-117.2100143,32.75513654,-117.207734,-115,-3.799999952
1718178453,32.74943923950195,-117.2100143,32.75513654,-117.207734,-105,-9.0
1718178472,32.74943923950195,-117.2100143,32.75513654,-117.207734,-119,-8.800000191
1718178632,32.74943923950195,-117.2100143,32.75513654,-117.207734,-117,-3.0
1718178638,32.74943923950195,-117.2100143,32.75513654,-117.207734,-120,-11.80000019
1718178645,32.74943923950195,-117.2100143,32.75513654,-117.207734,-120,-9.199999809
1718178651,32.74943923950195,-117.2100143,32.75513654,-117.207734,-119,-12.19999981
1718178426,32.74943542480469,-117.2100067,32.75513654,-117.207734,-115,-5.199999809
1718178433,32.74943542480469,-117.2100067,32.75513654,-117.207734,-113,-7.0
1718178446,32.74943542480469,-117.2100067,32.75513654,-117.207734,-120,-7.5
1718177927,32.749359130859375,-117.2099457,32.75513654,-117.207734,-109,0.0
1718195352,32.749000549316406,-117.2097092,32.75513654,-117.207734,-108,4.800000190734863
1718195359,32.74900436401367,-117.2097015,32.75513654,-117.207734,-100,4.5
1718195385,32.74901580810547,-117.209671,32.75513654,-117.207734,-108,6.199999809265137
1718195391,32.74901580810547,-117.2096634,32.75513654,-117.207734,-99,6.5
1718195654,32.74899673461914,-117.2095795,32.75513654,-117.207734,-101,8.0
1718195660,32.74899673461914,-117.2095795,32.75513654,-117.207734,-106,5.0
1718195666,32.74899673461914,-117.2095795,32.75513654,-117.207734,-101,9.5
1718195647,32.74899673461914,-117.2095718,32.75513654,-117.207734,-99,8.800000190734863
1718195481,32.749000549316406,-117.2095718,32.75513654,-117.207734,-99,8.5
1718195538,32.749000549316406,-117.2095718,32.75513654,-117.207734,-105,7.199999809265137
1718195551,32.749000549316406,-117.2095718,32.75513654,-117.207734,-102,7.5
1718195558,32.749000549316406,-117.2095718,32.75513654,-117.207734,-101,6.5
1718195564,32.749000549316406,-117.2095718,32.75513654,-117.207734,-102,9.5
1718195570,32.749000549316406,-117.2095718,32.75513654,-117.207734,-100,10.0
1718195577,32.749000549316406,-117.2095718,32.75513654,-117.207734,-103,4.199999809265137
1718195583,32.749000549316406,-117.2095718,32.75513654,-117.207734,-98,8.0
1718195589,32.749000549316406,-117.2095718,32.75513654,-117.207734,-98,8.5
1718195596,32.749000549316406,-117.2095718,32.75513654,-117.207734,-99,6.199999809265137
1718195608,32.749000549316406,-117.2095718,32.75513654,-117.207734,-98,8.800000190734863
1718195692,32.74901199,-117.2095642,32.75513654,-117.207734,-113,7.0
1718195506,32.74899673461914,-117.2095642,32.75513654,-117.207734,-98,9.0
1718195487,32.749000549316406,-117.2095642,32.75513654,-117.207734,-102,7.800000190734863
1718195493,32.749000549316406,-117.2095642,32.75513654,-117.207734,-98,7.800000190734863
1718195512,32.749000549316406,-117.2095642,32.75513654,-117.207734,-101,4.800000190734863
1718195519,32.749000549316406,-117.2095642,32.75513654,-117.207734,-102,8.800000190734863
1718195525,32.749000549316406,-117.2095642,32.75513654,-117.207734,-99,10.199999809265137
1718195449,32.74902344,-117.2095566,32.75513654,-117.207734,-101,10.5
1718195410,32.749027252197266,-117.209549,32.75513654,-117.207734,-93,9.5
1718195435,32.749027252197266,-117.209549,32.75513654,-117.207734,-101,3.5
1718195442,32.749027252197266,-117.209549,32.75513654,-117.207734,-100,10.0
1718195429,32.74903106689453,-117.209549,32.75513654,-117.207734,-91,6.199999809265137
1718195698,32.74914551,-117.2094345,32.75513654,-117.207734,-104,1.2000000476837158
1718195711,32.74943923950195,-117.2091675,32.75513654,-117.207734,-102,5.5
1718195717,32.74949264526367,-117.2091141,32.75513654,-117.207734,-103,9.5
1718195724,32.74949264526367,-117.2091141,32.75513654,-117.207734,-102,7.5
1718195731,32.74949264526367,-117.2091141,32.75513654,-117.207734,-103,6.199999809265137
1718195737,32.74949264526367,-117.2091141,32.75513654,-117.207734,-104,4.199999809265137
1718195750,32.74949264526367,-117.2091141,32.75513654,-117.207734,-100,8.0
1718195769,32.74951172,-117.2090988,32.75513654,-117.207734,-104,7.5
1718195781,32.749664306640625,-117.2087326,32.75513654,-117.207734,-99,4.0
1718195794,32.75019073486328,-117.2082672,32.75513654,-117.207734,-101,0.5
1718195800,32.750335693359375,-117.2080383,32.75513654,-117.207734,-95,5.5
1718196038,32.78432846069336,-117.2075119,32.75513654,-117.207734,-120,-5.0
1718195807,32.75019836425781,-117.2072983,32.75513654,-117.207734,-111,7.5
1718195814,32.74997329711914,-117.2067337,32.75513654,-117.207734,-99,8.800000190734863
1718195820,32.749813079833984,-117.2064438,32.75513654,-117.207734,-107,-6.0
1718195827,32.74970626831055,-117.2059555,32.75513654,-117.207734,-93,8.5
1718195833,32.750125885009766,-117.205574,32.75513654,-117.207734,-92,3.200000047683716
1718195890,32.75491714477539,-117.2048264,32.75513654,-117.207734,-76,11.199999809265137
1718195846,32.751312255859375,-117.2047882,32.75513654,-117.207734,-102,7.800000190734863
1718195871,32.75273513793945,-117.2047882,32.75513654,-117.207734,-90,10.5
1718195858,32.752479553222656,-117.2047424,32.75513654,-117.207734,-84,11.199999809265137
1718195896,32.75581741333008,-117.2046738,32.75513654,-117.207734,-95,8.0
1718195954,32.760894775390625,-117.2041397,32.75513654,-117.207734,-108,1.0
1718195916,32.75824737548828,-117.2032623,32.75513654,-117.207734,-111,10.0
1718195935,32.75774002075195,-117.2031021,32.75513654,-117.207734,-90,10.0
1718195435,32.749027252197266,-117.209549,32.75766363,-117.2164693,-132,-18.20000076
1718195717,32.74949264526367,-117.2091141,32.75766363,-117.2164693,-130,-16.5
1718195967,32.76407623291016,-117.2049789,32.75766363,-117.2164693,-124,-10.80000019
1718195961,32.76251220703125,-117.2045898,32.75766363,-117.2164693,-118,-2.799999952
1718195954,32.760894775390625,-117.2041397,32.75766363,-117.2164693,-124,-9.800000191
1718195359,32.74900436401367,-117.2097015,32.71512389597657,-117.1697233,-124,-11.0
1718195615,32.74899673461914,-117.2095718,32.71512389597657,-117.1697233,-129,-18.0
1718195564,32.749000549316406,-117.2095718,32.71512389597657,-117.1697233,-129,-16.5
1718195423,32.74903106689453,-117.209549,32.71512389597657,-117.1697233,-130,-17.20000076
1718195359,32.74900436401367,-117.2097015,32.71665358819017,-117.1580046,-110,-11.5
1718195660,32.74899673461914,-117.2095795,32.71665358819017,-117.1580046,-107,-10.19999981
1718195666,32.74899673461914,-117.2095795,32.71665358819017,-117.1580046,-110,-11.5
1718195685,32.74899673461914,-117.2095795,32.71665358819017,-117.1580046,-109,-15.19999981
1718195615,32.74899673461914,-117.2095718,32.71665358819017,-117.1580046,-107,-5.800000191
1718195628,32.74899673461914,-117.2095718,32.71665358819017,-117.1580046,-107,-6.0
1718195481,32.749000549316406,-117.2095718,32.71665358819017,-117.1580046,-109,-10.19999981
1718195564,32.749000549316406,-117.2095718,32.71665358819017,-117.1580046,-109,-9.800000191
1718195583,32.749000549316406,-117.2095718,32.71665358819017,-117.1580046,-107,-6.199999809
1718195602,32.749000549316406,-117.2095718,32.71665358819017,-117.1580046,-111,-8.5
1718195474,32.74900436401367,-117.2095718,32.71665358819017,-117.1580046,-108,-9.199999809
1718195512,32.749000549316406,-117.2095642,32.71665358819017,-117.1580046,-108,-8.5
1718195525,32.749000549316406,-117.2095642,32.71665358819017,-117.1580046,-110,-11.0
1718195455,32.74901580810547,-117.2095642,32.71665358819017,-117.1580046,-110,-11.80000019
1718195423,32.74903106689453,-117.209549,32.71665358819017,-117.1580046,-109,-6.0
1718195429,32.74903106689453,-117.209549,32.71665358819017,-117.1580046,-108,-13.19999981
1718195788,32.74997329711914,-117.2084579,32.71665358819017,-117.1580046,-116,-12.19999981
